primitive_interval,start,end,phase,direct_available,relay_required,direct_margin_lower_bound_db,transport_start_xyz,transport_end_xyz
10,105.20281172985383,106.26037290693266,cruise,True,False,23.76601396200917,"[11179661.20683689, 2558537.021129018, 372.9093322753906]","[11179657.58216291, 2558552.464890161, 372.9093322753906]"
11,106.26037290693266,107.31793408403854,cruise,True,False,23.500686590492535,"[11179657.58216291, 2558552.464890161, 372.9093322753906]","[11179653.957488926, 2558567.9086513054, 372.9093322753906]"
12,107.31793408403854,108.37549526114442,cruise,True,False,23.22122137721921,"[11179653.957488926, 2558567.9086513054, 372.9093322753906]","[11179650.332814943, 2558583.3524124487, 372.9093322753906]"
13,108.37549526114442,109.43305643822325,cruise,True,False,22.931145587352617,"[11179650.332814943, 2558583.3524124487, 372.9093322753906]","[11179646.70814096, 2558598.7961735926, 372.9093322753906]"
14,109.43305643822325,110.49061761530207,cruise,True,False,22.63355313742666,"[11179646.70814096, 2558598.7961735926, 372.9093322753906]","[11179643.083466977, 2558614.239934736, 372.9093322753906]"
15,110.49061761530207,110.78268680618613,cruise,True,False,22.550407172886096,"[11179643.083466977, 2558614.239934736, 372.9093322753906]","[11179642.082432127, 2558618.50507506, 372.9093322753906]"
16,110.78268680618613,111.0747559970702,cruise,True,False,22.4669430938893,"[11179642.082432127, 2558618.50507506, 372.9093322753906]","[11179641.081397273, 2558622.7702153837, 372.9093322753906]"
17,111.0747559970702,111.84024798326496,cruise,True,False,22.24702262037424,"[11179641.081397273, 2558622.7702153837, 372.9093322753906]","[11179638.457758144, 2558633.948836203, 372.9093322753906]"
18,111.84024798326496,112.60573996945972,cruise,True,False,22.026022719043866,"[11179638.457758144, 2558633.948836203, 372.9093322753906]","[11179635.834119014, 2558645.1274570227, 372.9093322753906]"
19,112.60573996945972,113.6633011465656,cruise,True,False,21.72017572481269,"[11179635.834119014, 2558645.1274570227, 372.9093322753906]","[11179632.20944503, 2558660.5712181665, 372.9093322753906]"
20,113.6633011465656,114.72086232367148,cruise,True,False,21.41507104746981,"[11179632.20944503, 2558660.5712181665, 372.9093322753906]","[11179628.584771048, 2558676.0149793103, 372.9093322753906]"
21,114.72086232367148,115.7784235007503,cruise,True,False,21.111924077867215,"[11179628.584771048, 2558676.0149793103, 372.9093322753906]","[11179624.960097063, 2558691.4587404537, 372.9093322753906]"
22,115.7784235007503,116.83598467782915,cruise,True,False,20.811696577411,"[11179624.960097063, 2558691.4587404537, 372.9093322753906]","[11179621.335423082, 2558706.9025015966, 372.9093322753906]"
23,116.83598467782915,117.8935458549215,cruise,True,False,20.51513670848415,"[11179621.335423082, 2558706.9025015966, 372.9093322753906]","[11179617.7107491, 2558722.346262741, 372.9093322753906]"
